,ASIN,product_name,seller,seller_link,seller2,seller_link2,batteries,batteries_required?,date_first_available,discontinued_by_mfg,item_model_number,package_dimensions,product_dimensions,freq_bought,freq_bought_link,link_to_all_reviews
2870,B0109IWUFU ,"StarTech.com 2 Port VGA KVM Switch - Dual VGA - Hot-key & Audio Support - 1920x1200 KVM Switch - KVM Video Switch (SV231DVGAU2A),Black",,,Visit the StarTech Store,/stores/StarTech/page/6C0E5AEF-F9E4-4E55-9983-4D6289F918C5?ref_=ast_bln,,,"July 3, 2015",No,SV231DVGAU2A,,9.29 x 7.2 x 3.58 inches,,,/StarTech-com-2-port-KVM-Switch-Dual/product-reviews/B0109IWUFU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2871,B08CBP614F ,"Dell P2720DC 27"" 16:9 IPS Monitor, 2560 x 1440, 60 Hz Refresh Rate, HDMI, DisplayPort",olecto,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AUPPZWZP35VB8&isAmazonFulfilled=1,Visit the Dell Store,/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,,,"July 3, 2020",,P2720DC,27 x 16 x 6 inches,,,,
2872,B01EZH7CKO ,StarTech.com 6ft/1.8m USB C to DisplayPort 1.2 Cable 4K 60Hz - USB-C to DisplayPort Adapter Cable HBR2 - USB Type-C DP Alt Mode to DP Monitor Video Cable - Works w/ Thunderbolt 3 - Black (CDP2DPMM6B),,,Visit the StarTech Store,/stores/StarTech/page/6C0E5AEF-F9E4-4E55-9983-4D6289F918C5?ref_=ast_bln,,,"April 30, 2016",No,CDP2DPMM6B,,8.66 x 7.87 x 0.39 inches,,,/StarTech-com-USB-DisplayPort-Video-Cable/product-reviews/B01EZH7CKO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2873,B08GWTGPHC ,"14V 3A 42W AC/DC Adapter Charger for Samsung Monitor S22A300B s22c300h ;Samsung SyncMaster 15"" 17"" 18"" 19"" 20"" 22"" 23"" 24"" 27"" Screen TV LCD/TFT 770 S22A300B S20A350B LCD Monitor Power Supply Cord",LJO-EEIH-II,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A31W9JEJT3QXQ6&isAmazonFulfilled=1,Brand: AISENBO,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=AISENBO,,,"August 28, 2020",,SK90195334,7.36 x 5 x 1.81 inches,,,,
2874,B07H47LZ6N ,Monoprice Single Monitor Low Profile Flat Clamp Mount - Black | Compatible with Screens Up to 32 Inches - Workstream Collection,AmazonGlobal - International Shopping,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2XZ7JICGUQ1CX&isAmazonFulfilled=1,Brand: Monoprice,/Monoprice/b/ref=bl_dp_s_web_20793633011?ie=UTF8&node=20793633011&field-lbr_brands_browse-bin=Monoprice,,,"September 5, 2018",,134302,,16.3 x 5.3 x 3.6 inches,,,
2875,B08Y1MN2QJ ,"Lightning to HDMI Digital AV Adapter,Lightning to HDMI Adapter Lightning to HDMI Adapter1080P with Lightning Charging Port for Select iPhone, iPad and iPod Models and TV Monitor Projector（White）",JASOND,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ALERCH0TFTTMQ&isAmazonFulfilled=1,Brand: WORLDBOYU,/WORLDBOYU/b/ref=bl_dp_s_web_23177736011?ie=UTF8&node=23177736011&field-lbr_brands_browse-bin=WORLDBOYU,,,"February 22, 2021",,,6.18 x 2.72 x 0.67 inches,,,,/Lightning-Digital-Adapter1080P-Charging-Projector%EF%BC%88White%EF%BC%89/product-reviews/B08Y1MN2QJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2876,B01LZHE42F ,Ipax 10Ft Long White AC Power Cord Cable Pull Copper Wire Core in Retail Box for Computer PC Plasma TV Printer Monitor AC Adapter,American Electronics Depot,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3CS1G639SV608&isAmazonFulfilled=1,Visit the IPAX Store,/stores/IPAX/page/8B3D50DB-529E-4285-A46F-FF60F61B3728?ref_=ast_bln,,,"September 16, 2016",No,IPAX-IC-10Y1W,11 x 3.9 x 2.2 inches,,,,/Copper-Computer-Printer-Monitor-Adapter/product-reviews/B01LZHE42F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2877,B089SHR1L4 ,"4K 60Hz Mini DisplayPort to HDMI Cable iVanky 6.6ft(2m) Thunderbolt to HDMI Cable for MacBook Air/Pro, Surface Pro/Dock, Monitor, Projector, More - Grey",iVANKY Official,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2E1FT04RF13XV&isAmazonFulfilled=1,Visit the ivanky Store,https://www.amazon.com/stores/ivanky/page/B471C0D3-D3C4-4282-9A9B-3F3054C9D53A?ref_=ast_bln,,,"June 8, 2020",,VBB31-US,6.93 x 6.69 x 0.75 inches,,"Mini DisplayPort to DisplayPort(Mini DP to DP) Cable, 6.6 Feet,4K@60Hz / 2K@144Hz, iVANKY…",https://www.amazon.com/DisplayPort-Thunderbolt-Compatible-MacBook-Surface/dp/B07NW9XKGL/ref=pd_bxgy_2/136-6408910-7806918?_encoding=UTF8&pd_rd_i=B07NW9XKGL&pd_rd_r=95d77aac-618d-4fce-bf49-99bc9b110349&pd_rd_w=OZmq1&pd_rd_wg=9x01e&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=J0DG0RPPRYA86RRZES5E&psc=1&refRID=J0DG0RPPRYA86RRZES5E,https://www.amazon.com/DisplayPort-Thunderbolt-MacBook-Surface-Projector/product-reviews/B089SHR1L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2878,B08SW9DKPK ,Dual Monitor Stand Riser for 2 Monitor 21 inch Desktop Riser Length and Angle Adjustable Desktop Stand for TV Laptop Printer Stand Storage Organizer for Monitor,ALILY,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3URZTWFDKUF47&isAmazonFulfilled=1,Visit the WESTREE Store,/stores/WESTREE/page/F0F673E8-F14D-4C91-A5A6-C498DBA5740A?ref_=ast_bln,,,"January 13, 2021",,,15.39 x 11.26 x 4.13 inches,,,,
2879,B08P6MSZ7Y ,"CHUICHUIHU Acrylic Monitor Stand Riser, Clear Computer Monitor Riser for Desktop, Desk, Upgrade Acrylic Laptop Stand, Multi-Media iMac PC Stand for Home Office (15 x 9.3 x 3.3 in)",CHUICHUIHU Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1JUVA50NQUG8E&isAmazonFulfilled=1,Brand: CHUICHUIHU,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=CHUICHUIHU,,,"February 11, 2021",No,,15.43 x 9.57 x 2.01 inches,,,,
2880,B08MPDX2G5 ,Comix Monitor Stand Riser with 2-Layer Organizer Drawer – Metal Screen Displayer Stand with Double Drawers for Home and Office Desktop Management (Dark Brown B2525),Comix Group,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A28ZKYI2GX8H30&isAmazonFulfilled=1,Visit the Comix Store,/stores/Comix/page/74AED4FF-06F7-4CA9-9029-24AA4C6F45FA?ref_=ast_bln,,,"November 4, 2020",,,16.42 x 12.64 x 5.71 inches,,,,
2881,B087LS8ZRV ,"Dual Monitor Stand - Adjustable Dual Arm Monitor Mount Desk Stand for 13 to 27 Inch Screens, Each Arm Hold 5.5 to 17.6lbs",H HUANUOAV,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1TJXVIS5UBA1L&isAmazonFulfilled=1,Brand: H HUANUOAV,/H-HUANUOAV/b/ref=bl_dp_s_web_18875741011?ie=UTF8&node=18875741011&field-lbr_brands_browse-bin=H+HUANUOAV,,,"July 31, 2020",No,HADSK5,16.26 x 12.13 x 6.69 inches,,,,/Dual-Monitor-Stand-Adjustable-Screens/product-reviews/B087LS8ZRV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2882,B08LGZD4QQ ,"viozon Monitor Mount, Height/Angle Adjustable, Gas Spring Arm Desktop Stand/Holder with 2 USB for 17-32"" Computer Monitor(OL10-12)",Viozon,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A6XHYOZP9EJMP&isAmazonFulfilled=1,Visit the Viozon Store,/stores/viozon/page/73546C88-AB69-4E1D-A70C-99DC9FBA586F?ref_=ast_bln,,,"October 20, 2020",,,17.68 x 9.92 x 5.39 inches,,,,
2883,B07QR96KNP ,"Display to HDMI Adapter Converter 2-Pack,UKYEE Displayport DP to HDMI Cable Male to Female Port 1080P Compatible with PC, Monitor, Projector, HDTV - Black",UKYEE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1JNOF4D1QQFNT&isAmazonFulfilled=1,Brand: UKYEE,/UKYEE/b/ref=bl_dp_s_web_18201190011?ie=UTF8&node=18201190011&field-lbr_brands_browse-bin=UKYEE,,,"April 17, 2019",,,7.91 x 4.92 x 0.51 inches,,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/144-9490048-1295345?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=27df14ee-ef73-4d0b-875b-34ef005d8e43&pd_rd_w=4iwTa&pd_rd_wg=XsTaP&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4527YQYKA16XPVJPP2SG&psc=1&refRID=4527YQYKA16XPVJPP2SG,
2884,B0813FV2RZ ,GAOMON PD1561 15.6 Inches Full HD IPS Pen Display with 8192 Levels Pressure Sensitive Tilt Support Battery-Free Pen and 10 Shortcut Keys Graphics Drawing Tablet Monitor,GAOMON US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A25R223IRQIN3O&isAmazonFulfilled=1,Visit the GAOMON Store,/stores/GAOMON/page/B7C738CD-E6BD-4081-ADB0-F6826433B14B?ref_=ast_bln,,,"November 6, 2019",,,21.75 x 13.35 x 5 inches,,GAOMON Battery-free Pen AP50 with 8192 Levels Pen Pressure Only for GAOMON PD1161&PD1561 &PD156PRO,https://www.amazon.com/GAOMON-Battery-free-Levels-Pressure-PD156PRO/dp/B089WDLSQC/ref=pd_bxgy_2/131-7416676-7310863?_encoding=UTF8&pd_rd_i=B089WDLSQC&pd_rd_r=5bde9bab-0cd8-450e-b4da-7012c40c727e&pd_rd_w=68AtU&pd_rd_wg=IaE63&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4EJ72QWN8Q3DMSW5H1XC&psc=1&refRID=4EJ72QWN8Q3DMSW5H1XC,
2885,B08KXXKPW9 ,"New! 7 Inch Touch Screen Display with Case Holder, Lesown 1024X600 IPS HD Touchscreen HDMI Monitor for Game PC Raspberry Pi 4/3/2 B A+ B+, Windows 10/8/7, Drive Free - Support Brightness Adjustment",Leycn,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A8IQXAI9IPEAZ&isAmazonFulfilled=1,Brand: Lesown,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Lesown,,,"October 9, 2020",,,8.39 x 5.94 x 2.05 inches,,,,/Display-Lesown-1024X600-Touchscreen-Raspberry/product-reviews/B08KXXKPW9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2886,B08ZSDL2C1 ,"2020 HUION Kamvas Pro24 Drawing Monitor, 2.5K QHD Resolution with Full Laminated Screen Anti-Glare Glass Large Pen Display, 20 Express Keys & Dual Touch Bar with 8192 Pressure Levels, 23.8inch",Andu US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1PNQ9SOUWDGE0&isAmazonFulfilled=1,Visit the HUION Store,/stores/Huion/page/07BC4AB8-82B9-43D8-976B-94DE41C19206?ref_=ast_bln,,,"March 23, 2021",,,,,,,
2887,B01MQFRIJM ,"CABLEDECONN Active DVI to VGA, 6FT DVI 24+1 DVI-D M to VGA Male with Chip Active Adapter Converter Cable for PC DVD Monitor HDTV",CableDeconn.,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3CMOOTCHB9X54&isAmazonFulfilled=1,Brand: CABLEDECONN,https://www.amazon.com/CABLEDECONN/b/ref=bl_dp_s_web_20692586011?ie=UTF8&node=20692586011&field-lbr_brands_browse-bin=CABLEDECONN,,,"November 8, 2016",No,4330112798,,5.5 x 2.2 x 0.47 inches,"Active DVI-D to VGA Adapter, Benfei DVI-D 24+1 to VGA Male to Female Adapter",https://www.amazon.com/Active-DVI-D-Adapter-Benfei-Female/dp/B07D3XZ9SD/ref=pd_bxgy_2/146-0183698-8229436?_encoding=UTF8&pd_rd_i=B07D3XZ9SD&pd_rd_r=10ce245b-3753-48f3-bb49-1d00398552dd&pd_rd_w=E8h6q&pd_rd_wg=8gwam&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=TBRBSD5SA1VXRZ7F9V2J&psc=1&refRID=TBRBSD5SA1VXRZ7F9V2J,https://www.amazon.com/CABLEDECONN-Active-Adapter-Converter-Monitor/product-reviews/B01MQFRIJM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2888,B08HVFP335 ,"VGA to VGA Monitor Cable Compatible for Dell P2419H E2318Hx E1916HV P2219H P2319H P2717H SE2216H SE2719H SE2717HR U2412M,Eyoyo,Johnwill,TOGUARD,ISmartView, Lenovo C22-10",NSmooth,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1CRJIS92O2IOX&isAmazonFulfilled=1,Brand: lbt,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=lbt,,,"September 11, 2020",,,5.12 x 5.12 x 0.39 inches,,,,
2889,B0778Z8G5K ,"LG 27MD5KB-B Ultrafine 27"" 16:9 5K (5120 x 2880) IPS Monitor, 500 cd/m² Brightness, Thunderbolt 3/USB Type-C Inputs",,,Visit the LG Store,/stores/LG+Electronics/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,,,"November 9, 2017",No,27MD5KLB-B,,24.63 x 2.12 x 14.77 inches,,,/LG-27MD5KB-B-UltraFine-Brightness-Thunderbolt/product-reviews/B0778Z8G5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2890,B08SW9DKPK ,Dual Monitor Stand Riser for 2 Monitor 21 inch Desktop Riser Length and Angle Adjustable Desktop Stand for TV Laptop Printer Stand Storage Organizer for Monitor,ALILY,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3URZTWFDKUF47&isAmazonFulfilled=1,Visit the WESTREE Store,/stores/WESTREE/page/F0F673E8-F14D-4C91-A5A6-C498DBA5740A?ref_=ast_bln,,,"January 13, 2021",,,15.39 x 11.26 x 4.13 inches,,,,
2892,B08CPSW2ZK ,"MAYA MARIE Extra Large 20” x 11” Monitor Stand Computer Desk Riser + Phone/Tablet Holder - Desktop Raiser for PC, Laptop, iMac Screens, Office Monitors, Workstations, School, Multimedia, Work Meetings",Maya Maire Designs,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AFPT79Y67M9OD&isAmazonFulfilled=1,Brand: Maya Marie Designs,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Maya+Marie+Designs,,,"July 9, 2020",,,,20 x 11 x 3.5 inches,Gallaway Leather Desk Pad – Large Mouse Pad - Desk Mat Home Office Desk Accessories Desktop…,https://www.amazon.com/Gallaway-Leather-Desk-Pad-Protector/dp/B07QT81VRS/ref=pd_bxgy_2/139-7841594-0923724?_encoding=UTF8&pd_rd_i=B07QT81VRS&pd_rd_r=1b908ccb-f509-4cb6-b672-fae75dd0925f&pd_rd_w=MJylx&pd_rd_wg=Ehvyx&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=ZXYFS45W3JQKZ8HZJJ84&psc=1&refRID=ZXYFS45W3JQKZ8HZJJ84,
2893,B00523MJMW ,"LapWorks 15 inch Heavy Duty Swivel - for Computer Monitors, Potted Plants, Art, and Various Utility uses with Steel Ball Bearings",LapWorks Inc,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ZWVZLGULBCES&isAmazonFulfilled=1,Brand: LapWorks,https://www.amazon.com/LapWorks/b/ref=bl_dp_s_web_2529758011?ie=UTF8&node=2529758011&field-lbr_brands_browse-bin=LapWorks,,,"May 23, 2011",No,SWV-ALL-15,,16 x 0.8 x 16 inches,LapWorks No-Slip Pads for Any 15 to 16 inch Swivel,https://www.amazon.com/LapWorks-No-Slip-Pads-inch-swivel/dp/B00NO6R7QM/ref=pd_bxgy_2/140-1723534-2388340?_encoding=UTF8&pd_rd_i=B00NO6R7QM&pd_rd_r=7d6122ce-55f0-4112-89bf-f4b9ef9d1937&pd_rd_w=fTQ4Y&pd_rd_wg=l4PpG&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=CRRXXJHTA7K4BHCKVKS6&psc=1&refRID=CRRXXJHTA7K4BHCKVKS6,https://www.amazon.com/LapWorks-inch-Heavy-Duty-Swivel/product-reviews/B00523MJMW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2894,B071LQL9QD ,"LG 22MD4KA-B UltraFine 4K Display 21.5"" UHD 4096x2304 4xUSB-C",,,Visit the LG Store,/stores/LG+Electronics/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,,,"May 26, 2017",No,22MD4KA-B,,19.9 x 1.72 x 11.78 inches,,,/LG-22MD4KA-B-UltraFine-Display-4096x2304/product-reviews/B071LQL9QD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2895,B07ZNRNT3C ,"MOUNTUP Dual Monitor Desk Mount Stand, Full Motion Computer Monitor Arm Mount for 2 LCD Screens up to 27 Inch, Dual Monitor Stand with C-Clamp and Grommet Base MU0002",MOUNTUP,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3O3GHLAAB8VWC&isAmazonFulfilled=1,Visit the MOUNTUP Store,/stores/MOUNTUP/page/15E8E5C0-71A7-44EF-9701-F3BE86321CF1?ref_=ast_bln,,,"October 27, 2019",,MU0002,16.81 x 9.25 x 5.2 inches,,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/138-8109700-8655840?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=0952fa26-0894-4673-8d7b-34edc995754a&pd_rd_w=rMQmO&pd_rd_wg=zmS3H&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=EF2SB202X82F06QGB5DR&psc=1&refRID=EF2SB202X82F06QGB5DR,
2896,B072SNVKDF ,HDMI to VGA 1080P HDMI Male to VGA Female Video Converter Adapter Cable for PC Laptop HDTV Projectors and Other HDMI Input Devices,HONSHEN,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A29FP363DIMRKF&isAmazonFulfilled=1,Visit the HONSHEN Store,/stores/HONSHEN/page/FFD4CF9B-3540-481B-8FE0-E1B08C010B9E?ref_=ast_bln,,No,,No,8541673673,7.7 x 4.7 x 1 inches,,,,/Female-Converter-Adapter-Projectors-devices/product-reviews/B072SNVKDF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2897,B08336Y1KH ,"LENTION USB C to USB C Cable 6.6ft 60W, Type C 20V/3A Fast Charging Braided Cord Compatible 2020-2016 MacBook Pro, New iPad Pro/Mac Air/Surface, Samsung Galaxy S20/S10/S9/S8/Plus/Note, More (Grey)",Lention,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2262GNYSYNTAZ&isAmazonFulfilled=1,Visit the LENTION Store,https://www.amazon.com/stores/LENTION/page/0F574108-DE95-4EC8-92A3-DA14316BE66F?ref_=ast_bln,,,"December 31, 2019",,,4.9 x 4.9 x 0.7 inches,,"LENTION USB Type C Cable 9V/3A Fast Charging (2-Pack 3.3ft+3.3ft), USB A to USB C 27W Braided…",https://www.amazon.com/LENTION-Charging-Braided-Charger-Compatible/dp/B08335713R/ref=pd_bxgy_2/141-4011430-7382009?_encoding=UTF8&pd_rd_i=B08335713R&pd_rd_r=8ee0b1de-d115-4bc5-96b7-2d92d46e95b6&pd_rd_w=WyxGE&pd_rd_wg=m1zpX&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=N55MH7PE33QZ3FJQTXFF&psc=1&refRID=N55MH7PE33QZ3FJQTXFF,https://www.amazon.com/LENTION-Charging-Braided-Compatible-2020-2016/product-reviews/B08336Y1KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2898,B000UVDONY ,Dell 2007FP 20.1 Inch Ultrasharp 1600x1200 Flat Panel Monitor with Height-Adjustable stand – C9536,,,Visit the Dell Store,/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,,,"August 8, 2007",No,2007FP,,22 x 8 x 18 inches,,,
2899,B001A46R2U ,"Safco Products Onyx Mesh Monitor Stand 2159BL, Black Powder Coat Finish, Durable Steel Mesh Construction",,,Visit the Safco Products Store,/stores/Safco+Products/page/E8685520-E005-4038-8D57-A7CD3C31B71A?ref_=ast_bln,,,"April 18, 2006",No,2159BL,,11.25 x 19.25 x 6.25 inches,,,
2900,B08P6MSZ7Y ,"CHUICHUIHU Acrylic Monitor Stand Riser, Clear Computer Monitor Riser for Desktop, Desk, Upgrade Acrylic Laptop Stand, Multi-Media iMac PC Stand for Home Office (15 x 9.3 x 3.3 in)",CHUICHUIHU Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1JUVA50NQUG8E&isAmazonFulfilled=1,Brand: CHUICHUIHU,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=CHUICHUIHU,,,"February 11, 2021",No,,15.43 x 9.57 x 2.01 inches,,,,
2901,B08734F2SS ,"Monitor Stand Riser with 3 Height Adjustable Desktop Metal Monitor Riser Stand with Non-Skid Rubber for Computer, Laptop, iMac, PC, Printer, Black",TUOPU PRODUCTS,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3PV54YQSIUTRR&isAmazonFulfilled=1,Visit the Metiya Store,/stores/IMLIB/page/BA508096-8E24-4D34-9A15-52A0F9BD3FE9?ref_=ast_bln,,,"August 1, 2020",,,15.6 x 9.8 x 1.3 inches,,"Power Strip, bototek Surge Protector with 10 AC Outlets and 4 USB Charging Ports,1875W/15A, 2100…",https://www.amazon.com/Bototek-Protector-Charging-Extension-Smartphone/dp/B07MVZZV3G/ref=pd_bxgy_2/143-4952995-4803004?_encoding=UTF8&pd_rd_i=B07MVZZV3G&pd_rd_r=8b16277d-4420-4595-971c-0438b664fd84&pd_rd_w=vMvr1&pd_rd_wg=ckUvQ&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=3G1X9AF879W6A86NDJRE&psc=1&refRID=3G1X9AF879W6A86NDJRE,
2902,B07X57DV4H ,StarTech.com Desk Mount Monitor Arm - VESA or Apple iMac/Thunderbolt or Ultrawide Display up to 30lb/44 - Articulating Height Adjustable Single Desktop Monitor Pole Mount - Clamp/Grommet (ARMPIVOTB2),,,Visit the StarTech Store,/stores/StarTech/page/6C0E5AEF-F9E4-4E55-9983-4D6289F918C5?ref_=ast_bln,,,"August 28, 2019",No,ARMPIVOTB2,,8.66 x 5.12 x 18.11 inches,,,/StarTech-com-Desk-Mount-Monitor-Arm/product-reviews/B07X57DV4H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2903,B08LVC4KRM ,ElecLab Raspberry Pi Touchscreen Monitor 7 Inch DSI Capacitive LCD Display 800x480 RS232/RS485 Speaker Bracket for Raspberry Pi 4B 3B+ 3B 3A+ 2B B+,ElecLab-us,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2R7GQQ2S5IRDV&isAmazonFulfilled=1,Brand: ElecLab,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=ElecLab,,,"October 15, 2020",,EL070DSITN,,6.5 x 4.8 x 0.75 inches,Samsung Electronics EVO Select 256GB MicroSDXC UHS-I U3 100MB/s Full HD & 4K UHD Memory Card with…,https://www.amazon.com/Samsung-Electronics-microSDXC-Adapter-MB-ME256HA/dp/B0887P21Z2/ref=pd_bxgy_2/147-7739532-3384347?_encoding=UTF8&pd_rd_i=B0887P21Z2&pd_rd_r=b33c6985-ee25-4808-96ab-497691ef6fca&pd_rd_w=C0PJx&pd_rd_wg=2Cee0&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=ACK05CE7XDPGQHXMNM9Z&psc=1&refRID=ACK05CE7XDPGQHXMNM9Z,
2904,B07WR85MT6 ,Xcivi Smart Mobile Clip Holder for Desktop Monitor and Laptop Screen-Side Mount Holder for Duo Screen -Connect Your Mobile to Your Monitor and Laptop So Easy,Xcivi,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A038338732HYPKP7IJ7WB&isAmazonFulfilled=1,Visit the xcivi Store,https://www.amazon.com/stores/xcivi/page/F7F22EAE-80BB-4EA0-9028-F11944E0A627?ref_=ast_bln,,,"April 1, 2019",,MT0004,,2.36 x 0.87 x 2.56 inches,"3M Monitor Mount Document Clip Copy Clip, Mounts Right or Left with Command Adhesive, Use on…",https://www.amazon.com/3M-Document-Adhesive-Capacity-DH240MB/dp/B001SR1242/ref=pd_bxgy_2/136-5360972-3577018?_encoding=UTF8&pd_rd_i=B001SR1242&pd_rd_r=7058d8f7-033e-4283-aed9-780c9d18911d&pd_rd_w=YoE66&pd_rd_wg=FTx8z&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=D11YT5JD9WNYTG6TDNKF&psc=1&refRID=D11YT5JD9WNYTG6TDNKF,https://www.amazon.com/xcivi-Desktop-Monitor-Screen-Side-Connect/product-reviews/B07WR85MT6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
