,ASIN,product_name,item_model_nr,package_dimensions,product_dimensions,best_sellers_rank,ratings,rating_details,batteries,date_first_available,discontinued_by_mfg,seller,seller_link,freq_bought,link_to_all_reviews
33,B000PCF8WS,"D'Addario Headphone Extension Cables, 20 feet",PW-EXT-HD-20,,6 x 1.25 x 11.5 ,,,"[{'info': '4.5 out of 5 stars', 'value': '92 ratings'}]",,"April 11, 2007",,AmazonGlobal - International Shopping,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2XZ7JICGUQ1CX&isAmazonFulfilled=1,"[{'info': ""D'Addario 1/8 Inch Female Stereo to 1/4 Inch Male Stereo Adaptor"", 'value': '/Planet-Waves-Female-Stereo-Adapter/dp/B0002E51CQ/ref=pd_bxgy_2/130-0550395-8721134?_encoding=UTF8&pd_rd_i=B0002E51CQ&pd_rd_r=93e6ea25-059c-4988-9ea2-ed3c9e650834&pd_rd_w=B3pOO&pd_rd_wg=lloK2&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YJMKZAJCB7Y884B6P1S2&psc=1&refRID=YJMKZAJCB7Y884B6P1S2'}]",https://www.amazon.com/Planet-Waves-Headphone-Extension-Cables/product-reviews/B000PCF8WS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
34,B000PQLJ86,Cellet 2.5mm Audio Headphones with Microphone Boom Lightweight Adjustable PC Headset for Conference Panasonic Landline Business Call Centers Cordless Phone (Not for Smartphone) Black (EOVERHG),EOVERHG,,7 x 4 x 0.1 ,,,"[{'info': '3.8 out of 5 stars', 'value': '1,780 ratings'}]",,"April 22, 2008",No,GadgetOutlet,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A32RMEUJGAKUQ1&isAmazonFulfilled=1,"[{'info': 'Panasonic KX-TCA430 Comfort-Fit, Foldable Headset with Flexible Noise-Cancelling Microphone and…', 'value': '/Panasonic-KX-TCA430-Comfort-Fit-Noise-Cancelling-Microphone/dp/B0032HM6JG/ref=pd_bxgy_2/133-8524899-2629744?_encoding=UTF8&pd_rd_i=B0032HM6JG&pd_rd_r=b45f48c9-79c0-41ca-86d1-f9b7096157f8&pd_rd_w=DRWFn&pd_rd_wg=zFSGf&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=EQAXKC8PC17W96DANZSE&psc=1&refRID=EQAXKC8PC17W96DANZSE'}]",https://www.amazon.com/Headphones-Mircophone-Cellet-computer-Ajustable/product-reviews/B000PQLJ86/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
35,B000QJBG2G,"Califone 2800-YL Listening First Stereo Headphones, Yellow",2800-YL,,6.75 x 5.75 x 2.5 ,,,"[{'info': '4.5 out of 5 stars', 'value': '143 ratings'}]",,"December 9, 2006",No,Sale s ✅,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AFAGM2K2OIRAD&isAmazonFulfilled=1,"[{'info': 'Califone 2800-BL Listening First Stereo Headphones, Blue', 'value': '/Califone-2800-BL-Listening-Stereo-Headphones/dp/B000NMABJK/ref=pd_bxgy_2/131-5016073-3106331?_encoding=UTF8&pd_rd_i=B000NMABJK&pd_rd_r=a1c132df-61c3-4daa-899c-2bbb2068e729&pd_rd_w=EiJuq&pd_rd_wg=DgjFF&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8KQTNG0CF41GTPQK0VGA&psc=1&refRID=8KQTNG0CF41GTPQK0VGA'}]",
36,B000S95AY4,"D'Addario Headphone Extension Cables, 10 feet",PW-EXT-HD-10,,6 x 1.25 x 11.5 ,#850 in Headphone Extension Cords,4.4,"[{'info': '4.4 out of 5 stars', 'value': '94 ratings'}]",,"April 13, 2004",No, D'Addario Accessories,/stores/D%27Addario+Accessories/page/D902384F-11D7-468B-BE2D-86630B5E07BA?ref_=ast_bln,"[{'info': ""D'Addario 1/8 Inch Female Stereo to 1/4 Inch Male Stereo Adaptor"", 'value': '/Planet-Waves-Female-Stereo-Adapter/dp/B0002E51CQ/ref=pd_bxgy_2/147-1740907-1556016?_encoding=UTF8&pd_rd_i=B0002E51CQ&pd_rd_r=3757c223-527a-4378-abc8-7998dc128c0a&pd_rd_w=CJVjc&pd_rd_wg=isURN&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=MJCXFH750AB5SBN54J47&psc=1&refRID=MJCXFH750AB5SBN54J47'}]",
37,B000S95AY4,"D'Addario Headphone Extension Cables, 10 feet",PW-EXT-HD-10,,6 x 1.25 x 11.5 ,#850 in Headphone Extension Cords,4.4,"[{'info': '4.4 out of 5 stars', 'value': '94 ratings'}]",,"April 13, 2004",No, D'Addario Accessories,/stores/D%27Addario+Accessories/page/D902384F-11D7-468B-BE2D-86630B5E07BA?ref_=ast_bln,"[{'info': ""D'Addario 1/8 Inch Female Stereo to 1/4 Inch Male Stereo Adaptor"", 'value': '/Planet-Waves-Female-Stereo-Adapter/dp/B0002E51CQ/ref=pd_bxgy_2/139-9540388-2192335?_encoding=UTF8&pd_rd_i=B0002E51CQ&pd_rd_r=a5b7adc5-0795-4fae-b832-65b1adcff33b&pd_rd_w=yAsEv&pd_rd_wg=VPfSI&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8DCAPZHESSVQMKT5EKA7&psc=1&refRID=8DCAPZHESSVQMKT5EKA7'}]",
38,B000UPEJCU,Sony Mdr-cd900st Studio Monitor Stereo Headphones,MDR-CD900ST,8.78 x 5.91 x 3.66 inches,,,,"[{'info': '4.6 out of 5 stars', 'value': '699 ratings'}]",,"June 9, 2012",No,Enrich The World,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A22HQY72CFHFMH&isAmazonFulfilled=1,"[{'info': 'MillSO 1/4 to 3.5mm Headphone Adapter, TRS 6.35mm Female to 3.5mm Male 1/8 to 1/4 Stereo Audio…', 'value': '/MillSO-Headphone-Adapter-Amplifiers-Headphones/dp/B07SRWZ77L/ref=pd_bxgy_2/135-2963436-8130167?_encoding=UTF8&pd_rd_i=B07SRWZ77L&pd_rd_r=f1e9cace-d959-42dc-bb86-a4ba1a90b5cc&pd_rd_w=en33j&pd_rd_wg=fdiLb&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=Y5T49G2151J4WKP3DE3B&psc=1&refRID=Y5T49G2151J4WKP3DE3B'}]",https://www.amazon.com/Sony-Mdr-cd900st-Studio-Monitor-Headphones/product-reviews/B000UPEJCU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
39,B000XJ633G,"Hosa GPP-359 Dual 1/4"" TRS to 1/4"" TRS Adaptor",GPP-359,,6.5 x 2.5 x 1 ,#995 in Headphone Adapters,3.7,"[{'info': '3.7 out of 5 stars', 'value': '28 ratings'}]",,"October 2, 2001",No, HOSA,/stores/Hosa+Home/page/4ABA53B7-A9C0-4D9A-A815-3AA4C7AF5C11?ref_=ast_bln,,/Hosa-GPP-359-Dual-TRS-Adaptor/product-reviews/B000XJ633G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
40,B001032IDS,"Rolls PM351 Personal Monitor Station,Black",PM351,,5 x 5 x 5 ,,,"[{'info': '4.5 out of 5 stars', 'value': '201 ratings'}]",,"February 10, 2006",No,Photo Savings,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AVK2FQXQF9PPN&isAmazonFulfilled=1,"[{'info': 'HOSA Acoustic Guitar Multieffect, 3.5 mm 1/4"" TRS, 10 Feet (MHE-310)', 'value': '/Hosa-MHE-310-Headphone-Adaptor-Cable/dp/B00BGDMIOG/ref=pd_bxgy_2/147-5235439-5488463?_encoding=UTF8&pd_rd_i=B00BGDMIOG&pd_rd_r=72aac53a-9ac4-40b6-aefe-85e746f864fd&pd_rd_w=jQFgE&pd_rd_wg=3wjfj&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=88MSPTAV533PZGP4PZDF&psc=1&refRID=88MSPTAV533PZGP4PZDF'}]",https://www.amazon.com/Rolls-PM351-Personal-Monitor-Station/product-reviews/B001032IDS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
41,B0013OWPV4,JVC HARX700 Precision Sound Full Size Headphones - Black,HARX700,,12.99 x 9.69 x 4.53 ,,,"[{'info': '4.5 out of 5 stars', 'value': '1,028 ratings'}]",,"July 28, 2017",No,YellowDeal,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1NQMY4MMSB6LN&isAmazonFulfilled=1,"[{'info': 'Cellet 6-Feet Gold Plated 3.5mm Male to Female Audio Extension Cable for Headphones, Audio Aux, and…', 'value': '/Cellet-6-Feet-Plated-Extension-Headphones/dp/B00I0572NU/ref=pd_bxgy_2/133-1625191-2830320?_encoding=UTF8&pd_rd_i=B00I0572NU&pd_rd_r=4682f37a-72cb-4eb8-a927-b306eb1754e2&pd_rd_w=2FLnW&pd_rd_wg=I4HLy&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=VM6YRNSJ5FTR7YCG49ZH&psc=1&refRID=VM6YRNSJ5FTR7YCG49ZH'}]",https://www.amazon.com/JVC-HARX700-Precision-Sound-Headphones/product-reviews/B0013OWPV4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
42,B00142BZSY,"""3.5mm / 1/8"""" To 6.3mm / 1/4"""" Stereo Headphone Adapter""",3.5-6.5silver-(2),,5.3 x 1 x 1 ,#275 in Stereo 1/4-inch & 1/8-inch Jack Cables,4.4,"[{'info': '4.4 out of 5 stars', 'value': '746 ratings'}]",,"October 2, 2001",No,Brand: Blacell,/Blacell/b/ref=bl_dp_s_web_20606353011?ie=UTF8&node=20606353011&field-lbr_brands_browse-bin=Blacell,"[{'info': 'Tascam TH-02 Closed Back Studio Headphones, Black', 'value': '/Tascam-TH-02-Closed-Studio-Headphones/dp/B00B1N06PO/ref=pd_bxgy_2/139-7101940-8292432?_encoding=UTF8&pd_rd_i=B00B1N06PO&pd_rd_r=8a2b24e8-1da1-4f73-974e-d33850dbd3c2&pd_rd_w=irI53&pd_rd_wg=TOu7V&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=W3HB8V51XT8AZRX45JQH&psc=1&refRID=W3HB8V51XT8AZRX45JQH'}]",
43,B001DDEJJQ,Audio Technica ATH-EQ300M PK Pink | Ear-Fit Headphones (Japan Import),ATH-EQ300M PK,,6.14 x 2.83 x 1.5 ,,,"[{'info': '4.3 out of 5 stars', 'value': '77 ratings'}]",,"February 15, 2012",No,UJC Mart Japan,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3TCNCNGLOHBSA&isAmazonFulfilled=1,"[{'info': 'Audio Technica ATH-EQ300M PL Purple | Ear-Fit Headphones (Japan Import)', 'value': '/Technica-ATH-EQ300M-PL-Ear-Fit-Headphones/dp/B001DDIJ24/ref=pd_bxgy_2/140-9214133-7440247?_encoding=UTF8&pd_rd_i=B001DDIJ24&pd_rd_r=909c2720-0525-4629-a538-b31a0e8c1716&pd_rd_w=r2mfX&pd_rd_wg=2LHJ2&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YQ8GYYAB82A99XRK643T&psc=1&refRID=YQ8GYYAB82A99XRK643T'}]",https://www.amazon.com/Technica-ATH-EQ300M-PK-Ear-Fit-Headphones/product-reviews/B001DDEJJQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
44,B001DDEJLE,Audio Technica ATH-EQ300M SV Silver | Ear-Fit Headphones (Japan Import),FBA_ATH-EQ300M SV,,6.06 x 2.83 x 1.42 ,,,"[{'info': '4.3 out of 5 stars', 'value': '499 ratings'}]",,"February 15, 2012",No,JAPAN IMPORT,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3VMT10JYTHGYG,"[{'info': 'Audio Technica ATH-EQ300M BK Black | Ear-Fit Headphones (Japan Import)', 'value': '/Technica-ATH-EQ300M-BK-Ear-Fit-Headphones/dp/B001DDLMN2/ref=pd_bxgy_2/147-3584177-9517154?_encoding=UTF8&pd_rd_i=B001DDLMN2&pd_rd_r=4dc106ba-47aa-4cb4-9498-9ba0ede00350&pd_rd_w=vuI5y&pd_rd_wg=434I3&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=313R415210K8PESNRDTP&psc=1&refRID=313R415210K8PESNRDTP'}]",https://www.amazon.com/Technica-ATH-EQ300M-SV-Ear-Fit-Headphones/product-reviews/B001DDEJLE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
45,B001DDIJ24,Audio Technica ATH-EQ300M PL Purple | Ear-Fit Headphones (Japan Import),ATH-EQ300M PL,6.1 x 2.8 x 1.34 inches,,,,"[{'info': '4.4 out of 5 stars', 'value': '327 ratings'}]",,"February 15, 2012",No,UJC Mart Japan,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3TCNCNGLOHBSA&isAmazonFulfilled=1,"[{'info': 'Audio Technica ATH-EQ300M BK Black | Ear-Fit Headphones (Japan Import)', 'value': '/Technica-ATH-EQ300M-BK-Ear-Fit-Headphones/dp/B001DDLMN2/ref=pd_bxgy_2/133-3131670-6020044?_encoding=UTF8&pd_rd_i=B001DDLMN2&pd_rd_r=96c18e4c-5fb9-46bc-8fa8-f75a39093c74&pd_rd_w=Bxl7w&pd_rd_wg=EGOcQ&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=19JVPH2R3ARBVP8120MV&psc=1&refRID=19JVPH2R3ARBVP8120MV'}]",https://www.amazon.com/Technica-ATH-EQ300M-PL-Ear-Fit-Headphones/product-reviews/B001DDIJ24/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
46,B001DDLMN2,Audio Technica ATH-EQ300M BK Black | Ear-Fit Headphones (Japan Import),ATH-EQ300M BK,6.1 x 2.87 x 1.46 inches,,,,"[{'info': '4.2 out of 5 stars', 'value': '644 ratings'}]",,"February 15, 2012",No,Nakano Syouten U.S.Branch,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2WMJ1033VFQ00&isAmazonFulfilled=1,"[{'info': 'Audio Technica ATH-EQ300M PL Purple | Ear-Fit Headphones (Japan Import)', 'value': '/Technica-ATH-EQ300M-PL-Ear-Fit-Headphones/dp/B001DDIJ24/ref=pd_bxgy_2/133-5207503-9831502?_encoding=UTF8&pd_rd_i=B001DDIJ24&pd_rd_r=57e9b503-8d6d-4155-a4fc-9a57b802a32a&pd_rd_w=AtwGq&pd_rd_wg=ZZpDr&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=F0P9CG7VA55N3GJAZ37M&psc=1&refRID=F0P9CG7VA55N3GJAZ37M'}]",https://www.amazon.com/Technica-ATH-EQ300M-BK-Ear-Fit-Headphones/product-reviews/B001DDLMN2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
47,B001RIASZG,"Hamilton Buhl Personal Stereo Headphone Headphone (MS2L),Gray",MS2L,,2 x 5.5 x 6.5 ,,,"[{'info': '4.2 out of 5 stars', 'value': '33 ratings'}]",,"December 21, 2009",No,Brand: HamiltonBuhl,/HamiltonBuhl/b/ref=bl_dp_s_web_20606235011?ie=UTF8&node=20606235011&field-lbr_brands_browse-bin=HamiltonBuhl,"[{'info': 'Crayola Crayons 24 ct (Pack of 2)', 'value': '/Crayola-crayola-Crayons-24-Pack/dp/B0096XWNNY/ref=pd_bxgy_2/133-7184353-3816425?_encoding=UTF8&pd_rd_i=B0096XWNNY&pd_rd_r=eba47f42-a642-4370-b0f2-d3a94ab9437e&pd_rd_w=FD16o&pd_rd_wg=1Wet3&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=5Z9EF5PY0ZM825JZW6WD&psc=1&refRID=5Z9EF5PY0ZM825JZW6WD'}]",
48,B0028JE3T0,Panasonic RP-HS46-K SLIMZ Ear-Clip Headphones with Ultra-Slim Housing (Black) (Discontinued by Manufacturer),RP-HS46-K,,3.9 x 0.9 x 6.9 ,,,"[{'info': '4.4 out of 5 stars', 'value': '233 ratings'}]",,"May 4, 2009",No,DREAM FIELD K,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AI62U825BKVWC&isAmazonFulfilled=1,"[{'info': 'Panasonic Clip Headphones Blue RP-HZ47-A (Japan Import)', 'value': '/Panasonic-Clip-Headphones-RP-HZ47-Japan/dp/B000GH2QYK/ref=pd_bxgy_2/134-2298723-0882513?_encoding=UTF8&pd_rd_i=B000GH2QYK&pd_rd_r=b792d536-0d30-4b54-8e05-23e51c8027d5&pd_rd_w=mmmBD&pd_rd_wg=pq7bX&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=650D4KF95PQXBJBVF0BG&psc=1&refRID=650D4KF95PQXBJBVF0BG'}]",https://www.amazon.com/Panasonic-RP-HS46-K-Headphones-Discontinued-Manufacturer/product-reviews/B0028JE3T0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
49,B0028PGXRE,"Replacement Cable for SENNHEISER Headphones HD650 HD600 HD580 HD535 HD545 HD565 HD265 with 1/4"" 6.3mm plug",92885,,6 x 2 x 4 ,,,"[{'info': '4.6 out of 5 stars', 'value': '913 ratings'}]",,"May 5, 2009",No,TheCameraBox,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AEKTXRC1VF90T&isAmazonFulfilled=1,"[{'info': 'Genuine Replacement Ear Pads Cushions for SENNHEISER HD650, HD600, HD580, HD660 S, HD565, HD545…', 'value': '/Genuine-Replacement-Cushions-SENNHEISER-Headphones/dp/B002B4OKYU/ref=pd_bxgy_2/131-4562658-6695646?_encoding=UTF8&pd_rd_i=B002B4OKYU&pd_rd_r=25720e72-2d82-4f94-b44e-87315a34c75b&pd_rd_w=Lfvgi&pd_rd_wg=l2Ykf&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=RQ67ZCGRPDJYCXP6MG70&psc=1&refRID=RQ67ZCGRPDJYCXP6MG70'}]",https://www.amazon.com/Replacement-Cable-SENNHEISER-Headphones-HD650/product-reviews/B0028PGXRE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
50,B002B4OKYU,"Genuine Replacement Ear Pads Cushions for SENNHEISER HD650, HD600, HD580, HD660 S, HD565, HD545 Headphones",50635,7.24 x 3.94 x 1.26 inches,,,,"[{'info': '4.7 out of 5 stars', 'value': '466 ratings'}]",,"May 25, 2009",No,TheCameraBox,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AEKTXRC1VF90T&isAmazonFulfilled=1,"[{'info': 'Replacement Cable for SENNHEISER Headphones HD650 HD600 HD580 HD535 HD545 HD565 HD265 with 1/4"" 6…', 'value': '/Replacement-Cable-SENNHEISER-Headphones-HD650/dp/B0028PGXRE/ref=pd_bxgy_2/135-6265003-8050649?_encoding=UTF8&pd_rd_i=B0028PGXRE&pd_rd_r=f5be0ce3-0f42-4231-bbc8-245e224acc28&pd_rd_w=E7Ne5&pd_rd_wg=pvgIg&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=6WWF1YSCGS1Y78S3Y5SR&psc=1&refRID=6WWF1YSCGS1Y78S3Y5SR'}]",https://www.amazon.com/Genuine-Replacement-Cushions-SENNHEISER-Headphones/product-reviews/B002B4OKYU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
51,B002GAXWFW,Panasonic RPHS46EW WHITE Slim Headphones Clip Type Earphones RP-HS46,RP-HS46E-W,,8.27 x 5.91 x 4.33 ,,,"[{'info': '4.4 out of 5 stars', 'value': '1,745 ratings'}]",,"November 17, 2011",No,DREAM FIELD K,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AI62U825BKVWC&isAmazonFulfilled=1,"[{'info': 'Panasonic- Rp-hs46e-k Slim Clip On Earphone - Black', 'value': '/Panasonic-Rp-hs46e-k-Slim-Clip-Earphone/dp/B002GAXWF2/ref=pd_bxgy_2/139-9824902-2338202?_encoding=UTF8&pd_rd_i=B002GAXWF2&pd_rd_r=1b632c85-e5cc-4222-a269-983505315714&pd_rd_w=51NKr&pd_rd_wg=SFw6N&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4FE68GWKHK5EZ10NXNZQ&psc=1&refRID=4FE68GWKHK5EZ10NXNZQ'}]",https://www.amazon.com/Panasonic-RPHS46EW-Headphones-Earphones-RP-HS46/product-reviews/B002GAXWFW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
52,B002KBRJ9M,,,,,"#3,479 in On-Ear Headphones",2.6,,,,,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,,
53,B002WK1SNE,Naxa NE-922A 5 in 1 Wireless Headphone System,NE-922A,,6 x 2.9 x 8.9 ,"#4,497 in Over-Ear Headphones",3.3,"[{'info': '3.3 out of 5 stars', 'value': '145 ratings'}]",1 Product Specific batteries required.,"November 11, 2009",No,Brand: Naxa Electronics,/Naxa-Electronics/b/ref=bl_dp_s_web_5350528011?ie=UTF8&node=5350528011&field-lbr_brands_browse-bin=Naxa+Electronics,,
54,B002Y3PQHS,,,,,#992 in On-Ear Headphones,3.4,,,,,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,,
55,B0037Z1FRM,PyleHome Wired Waterproof Ear Headphones - IP7 Marine Grade Flexible and Comfortable Wearable Earphones for Sport like Swimming Running Gym Workout w/ 3 Earbud MP3 and ipod Compatible PWPE10W,PWPE10W,,7.12 x 4.73 x 1.07 ,"#4,306 in Earbud & In-Ear Headphones",3.6,"[{'info': '3.6 out of 5 stars', 'value': '464 ratings'}]",,"January 25, 2010",No, Pyle,/stores/Pyle+USA/page/D79E9149-99F8-49A4-8E8C-D24560694FC2?ref_=ast_bln,"[{'info': 'Vansky Floatable Waterproof Case, Cellphone Dry Bag with Armband and Audio Jack for iPhone 12 11 X…', 'value': '/Vansky-Floatable-Waterproof-Construction-Certified/dp/B016I8T1AW/ref=pd_bxgy_2/144-5831609-7068148?_encoding=UTF8&pd_rd_i=B016I8T1AW&pd_rd_r=0a70beef-ef37-49aa-a765-86a8af36e54c&pd_rd_w=GnZcy&pd_rd_wg=QRA0L&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=2XRQ3KNZ2J66RFA4F54Y&psc=1&refRID=2XRQ3KNZ2J66RFA4F54Y'}]",
56,B0039KQIZO,"Hamilton Buhl Wireless Listening Center, 6 Station with Headphones and Transmitter, Multi Frequency",W906-MULTI,,12 x 10 x 10 ,"#1,648 in On-Ear Headphones",3.9,"[{'info': '3.9 out of 5 stars', 'value': '30 ratings'}]",,"February 22, 2010",No,Brand: HamiltonBuhl,/HamiltonBuhl/b/ref=bl_dp_s_web_20606235011?ie=UTF8&node=20606235011&field-lbr_brands_browse-bin=HamiltonBuhl,"[{'info': 'HamiltonBuhl - HECHYGENX45 HygenX Sanitary Ear Cushion Covers for Over-Ear Headphones & Headsets…', 'value': '/HamiltonBuhl-Sanitary-Over-Ear-Headphones-Headsets/dp/B007KAZK4E/ref=pd_bxgy_2/133-3943615-6665765?_encoding=UTF8&pd_rd_i=B007KAZK4E&pd_rd_r=04379a0b-d11f-41a8-9a0b-7ea2f9a63598&pd_rd_w=TJYYb&pd_rd_wg=r2pa1&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=CC8XX2J8PZB9ADJFNVYD&psc=1&refRID=CC8XX2J8PZB9ADJFNVYD'}]",
57,B003A31U1M,"50mm / 2"" Foam Earphone Ear Pad Earpad Headphone Covers, 72 pack / 36 Pairs",EAR-Pad-50mm,8.9 x 6.02 x 3.31 inches,,,,"[{'info': '4.2 out of 5 stars', 'value': '241 ratings'}]",,"February 26, 2010",,Zanyzap USA,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1IKVHE8NM83IO&isAmazonFulfilled=1,"[{'info': 'Mini Microphone Windscreens – 24-Pack Microphone Foam Cover for Lapel, Lavalier, and Headset…', 'value': '/Mini-Microphone-Windscreens-Lavalier-Microphones/dp/B073WVX78P/ref=pd_bxgy_2/138-4643323-7717613?_encoding=UTF8&pd_rd_i=B073WVX78P&pd_rd_r=305b7954-6b56-4065-9b1a-e941aca4c9ff&pd_rd_w=uUJ7V&pd_rd_wg=tomNU&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=QPKB2CV9R92WHY2NDYXY&psc=1&refRID=QPKB2CV9R92WHY2NDYXY'}]",
58,B003AIL2HE,JVC HAEB75B Sports Clip Headphone (Black),HAEB75B,,3.9 x 4.4 x 1.6 ,,,"[{'info': '4.1 out of 5 stars', 'value': '3,887 ratings'}]",,"July 28, 2017",No,YellowDeal,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1NQMY4MMSB6LN&isAmazonFulfilled=1,"[{'info': 'Sony MDR-AS210/B Sport In-ear Headphones, Black', 'value': '/Sony-MDR-AS210-Sport-Headphones-Black/dp/B01M19O50V/ref=pd_bxgy_2/139-6488783-3001555?_encoding=UTF8&pd_rd_i=B01M19O50V&pd_rd_r=a8678620-24dc-4f03-a283-849faeb5873e&pd_rd_w=QLNIq&pd_rd_wg=w64V0&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=M0C6ZMH61GMB4EAFCC7H&psc=1&refRID=M0C6ZMH61GMB4EAFCC7H'}]",https://www.amazon.com/Headphone-Lightweight-Comfortable-JVC-HAEB75B/product-reviews/B003AIL2HE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
